PredCode,package,Original,Predicted,Thrown
[+],c*isspace@locate@findutils,c*isspace,c*isspace,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit*basename@locate@findutils,visit*basename,,['UNK'; 'BLANK'; 'uid'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],base*len@locate@findutils,base*len,base*len,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit*existing*follow@locate@findutils,visit*existing*follow,fts*alloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit*non*existing*nofollow@locate@findutils,visit*non*existing*nofollow,fts*alloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isprint@locate@findutils,c*isprint,c*isprint,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],freea@locate@findutils,freea,freea,['BLANK'; 'option'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*char*quoting@locate@findutils,set*char*quoting,set*char*quoting,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*islower@locate@findutils,c*islower,c*islower,['BLANK'; 'BLANK'; 'tag'; 'BLANK'; 'BLANK']
[-],visit*globmatch*nofold@locate@findutils,visit*globmatch*nofold,until*short,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],hash*label@gtypist@gtypist,hash*label,Barcode*encode*verify,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],grecs*list*size@direvent@direvent,grecs*list*size,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],grecs*grecs*stpcpy@direvent@direvent,grecs*grecs*stpcpy,,['UNK'; 'BLANK'; 'space'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],grecs*list*pop@direvent@direvent,grecs*list*pop,grecs*list*iterate,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],wordsplit*getwords@direvent@direvent,wordsplit*getwords,pa*addr,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],grecs*hash*string@direvent@direvent,grecs*hash*string,hash*pjw,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],sigv*set*action@direvent@direvent,sigv*set*action,adns*fdevents,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],grecs*grecs*flush*buffer@direvent@direvent,grecs*grecs*flush*buffer,yy*flush*buffer,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],dw*copy@direvent@direvent,dw*copy,parse*opt*insert,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],dwname*cmp@direvent@direvent,dwname*cmp,fh,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'from'; 'time']
[±],hash*string@direvent@direvent,hash*string,hash*pjw,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],IsDelayFunc@mod@mcsim,IsDelayFunc,num,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'p'; 'BLANK']
[-],GetVarType@mod@mcsim,GetVarType,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],IndexOneVar@mod@mcsim,IndexOneVar,get,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],GetVarPTR@mod@mcsim,GetVarPTR,get*cache*number,['BLANK'; 'field'; 'BLANK'; 'BLANK']
[-],GetKeywordCode@mod@mcsim,GetKeywordCode,mh*alias*get*internal,['BLANK'; 'BLANK'; 'BLANK']
[-],ReadCpts@mod@mcsim,ReadCpts,fts*alloc,['BLANK'; 'split'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*iscntrl@bigram@findutils,c*iscntrl,c*iscntrl,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isupper@bigram@findutils,c*isupper,c*isupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isspace@bigram@findutils,c*isspace,c*isspace,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],prefix*length@bigram@findutils,prefix*length,prefix*hash*2,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isprint@bigram@findutils,c*isprint,c*isprint,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],seek*label@gtypist@gtypist,seek*label,argmatch,['BLANK'; 'UNK'; 'BLANK'; 'BLANK']
[-],do*goto@gtypist@gtypist,do*goto,lock,['UNK'; 'UNK'; 'BLANK'; 'BLANK']
[-],inflate*block@gzip@gzip,inflate*block,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],x2nrealloc@gzip@gzip,x2nrealloc,x2nrealloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],decode@gzip@gzip,decode,find*option,['BLANK'; 'BLANK'; 'BLANK']
[-],cb*watcher@direvent@direvent,cb*watcher,open*elf,['BLANK'; 'check'; 'kind']
[-],hashtab*lookup*or*install@direvent@direvent,hashtab*lookup*or*install,mh*msgset*single,['BLANK'; 'BLANK']
[-],get*user*groups@direvent@direvent,get*user*groups,unix*open*to*read,['BLANK']
[+],grecs*str*is*ipv4@direvent@direvent,grecs*str*is*ipv4,grecs*str*is*ipv4,['BLANK']
[±],hashtab*clear@direvent@direvent,hashtab*clear,hashtab*destroy,['BLANK'; 'BLANK'; 'BLANK']
[+],wordsplit*c*quote*copy@direvent@direvent,wordsplit*c*quote*copy,wordsplit*c*quote*copy,['BLANK']
[+],multiline*begin@direvent@direvent,multiline*begin,multiline*begin,['BLANK'; 'BLANK'; 'addfn']
[+],grecs*print*block*statement@direvent@direvent,grecs*print*block*statement,grecs*print*block*statement,['BLANK']
[+],grecs*print*version*only@direvent@direvent,grecs*print*version*only,grecs*print*version*only,['BLANK']
[-],grecs*grecs*try*NUL*trans@direvent@direvent,grecs*grecs*try*NUL*trans,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],grecs*getline@direvent@direvent,grecs*getline,grecs*getline,['BLANK'; 'BLANK'; 'BLANK']
[+],string*to*bool@direvent@direvent,string*to*bool,string*to*bool,['BLANK'; 'BLANK']
[-],switchpriv@direvent@direvent,switchpriv,owner*failure*ok,['BLANK'; 'BLANK']
[+],find*keyword@direvent@direvent,find*keyword,find*keyword,['BLANK'; 'BLANK'; 'BLANK']
[+],wsnode*insert@direvent@direvent,wsnode*insert,wsnode*insert,['BLANK'; 'BLANK'; 'BLANK']
[+],expcmd@direvent@direvent,expcmd,expcmd,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],node*split*prefix@direvent@direvent,node*split*prefix,node*split*prefix,['BLANK'; 'BLANK']
[+],grecs*grecs*symbol*print@direvent@direvent,grecs*grecs*symbol*print,grecs*grecs*symbol*print,['BLANK']
[+],grecs*include*path*setup@direvent@direvent,grecs*include*path*setup,grecs*include*path*setup,['BLANK']
[+],skip*sed*expr@direvent@direvent,skip*sed*expr,skip*sed*expr,['BLANK'; 'BLANK']
[-],pp*list*find@direvent@direvent,pp*list*find,argp*doc,['BLANK'; 'BLANK'; 'BLANK']
[-],ftp*size@wget@wget,ftp*size,get,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],GetVarList@mod@mcsim,GetVarList,find,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],WriteOne*R*PIDefine@mod@mcsim,WriteOne*R*PIDefine,prt*opt,['BLANK'; 'BLANK'; 'BLANK']
[-],ReadCpt@mod@mcsim,ReadCpt,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],DefDepParm@mod@mcsim,DefDepParm,xstrtoumax,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],AugmentEquation.part.0@mod@mcsim,AugmentEquation.part.0,record,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],AdjustOneVar@mod@mcsim,AdjustOneVar,ls*destroy,['BLANK'; 'BLANK'; 'BLANK']
[-],GetOptPunct@mod@mcsim,GetOptPunct,,['UNK'; 'BLANK'; 'str'; 'BLANK'; 'BLANK']
[-],GetIdentifier@mod@mcsim,GetIdentifier,build*file,['BLANK'; 'BLANK'; 'BLANK']
[-],CalculateVarHandle@mod@mcsim,CalculateVarHandle,list*remove,['BLANK'; 'BLANK'; 'BLANK']
[-],NextChar@mod@mcsim,NextChar,of*command,['BLANK'; 'BLANK'; 'BLANK']
[-],EatStatement@mod@mcsim,EatStatement,lookup*arg,['BLANK'; 'BLANK'; 'BLANK']
[-],Write*R*State*Scale@mod@mcsim,Write*R*State*Scale,prt*opt*usage,['BLANK'; 'BLANK']
[-],EvalAtom@mod@mcsim,EvalAtom,grecs*value*eq,['BLANK'; 'BLANK']
[+],gettext*quote@bigram@findutils,gettext*quote,gettext*quote,['BLANK'; 'BLANK'; 'BLANK']
[+],locale*charset@bigram@findutils,locale*charset,locale*charset,['BLANK'; 'BLANK'; 'BLANK']
[±],kill*bogus*lines@chew@gdb,kill*bogus*lines,kill,['UNK'; 'lines'; 'BLANK']
[+],nextword@chew@gdb,nextword,nextword,['BLANK']
[-],file*sparseness@find@findutils,file*sparseness,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK']
[-],parse*lname@find@findutils,parse*lname,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],predlist*insert@find@findutils,predlist*insert,,['UNK'; 'BLANK'; 'BLANK'; 'UNK'; 'BLANK']
[-],parse*anewer@find@findutils,parse*anewer,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],freea@find@findutils,freea,freea,['BLANK'; 'chars'; 'BLANK'; 'BLANK']
[-],complete*pending*execs@find@findutils,complete*pending*execs,set*sparse,['UNK'; 'array'; 'BLANK']
[+],c*ispunct@locate@findutils,c*ispunct,c*ispunct,['BLANK'; 'BLANK'; 'BLANK']
[+],bkm*scale@locate@findutils,bkm*scale,bkm*scale,['BLANK'; 'BLANK'; 'BLANK']
[-],visit*substring*match*nocasefold*narrow@locate@findutils,visit*substring*match*nocasefold*narrow,set*system*flags,['BLANK'; 'BLANK']
[+],rpl*fseeko@locate@findutils,rpl*fseeko,rpl*fseeko,['BLANK'; 'BLANK'; 'BLANK']
[-],visit*substring*match*casefold*narrow@locate@findutils,visit*substring*match*casefold*narrow,set*system*flags,['BLANK'; 'BLANK']
[+],last*component@locate@findutils,last*component,last*component,['BLANK'; 'BLANK'; 'BLANK']
[-],putword@locate@findutils,putword,opt*op,['BLANK'; 'BLANK'; 'BLANK']
[+],c*isalnum@locate@findutils,c*isalnum,c*isalnum,['BLANK'; 'BLANK'; 'BLANK']
[+],c*strcasecmp@locate@findutils,c*strcasecmp,c*strcasecmp,['BLANK'; 'BLANK'; 'BLANK']
[+],version*etc*va@locate@findutils,version*etc*va,version*etc*va,['BLANK'; 'BLANK']
[+],argmatch*to*argument@locate@findutils,argmatch*to*argument,argmatch*to*argument,['BLANK'; 'BLANK']
[+],mmalloca@locate@findutils,mmalloca,mmalloca,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*custom*quoting@locate@findutils,set*custom*quoting,set*custom*quoting,['BLANK'; 'BLANK']
[-],process*and@locate@findutils,process*and,set*mode,['BLANK'; 'BLANK'; 'BLANK']
[-],process*or@locate@findutils,process*or,set*mode,['BLANK'; 'BLANK'; 'BLANK']
[-],display*speed@gtypist@gtypist,display*speed,,['UNK'; 'BLANK'; 'RGB'; 'BLANK'; 'BLANK']
[-],bind*F12@gtypist@gtypist,bind*F12,check,['UNK'; 'table'; 'BLANK'; 'BLANK']
[-],convertFromUTF8@gtypist@gtypist,convertFromUTF8,parse*symbols,['BLANK'; 'BLANK'; 'BLANK']
[-],atdir*set@gzip@gzip,atdir*set,edit*run*process,['BLANK'; 'BLANK']
[+],xrealloc@gzip@gzip,xrealloc,xrealloc,['BLANK'; 'line'; 'BLANK'; 'BLANK']
[-],savedir@gzip@gzip,savedir,internal*read*file,['BLANK'; 'BLANK']
[+],gettime@gzip@gzip,gettime,gettime,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],xnrealloc@gzip@gzip,xnrealloc,xnmalloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],yesno@gzip@gzip,yesno,ipmi*proof*c*c,['BLANK']
[+],xnmalloc@gzip@gzip,xnmalloc,xnmalloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],openat*safer@gzip@gzip,openat*safer,open*safer,['BLANK'; 'BLANK'; 'BLANK']
[+],rpl*fseeko@gzip@gzip,rpl*fseeko,rpl*fseeko,['BLANK'; 'list'; 'BLANK']
[-],grecs*sockaddr*to*bytes@direvent@direvent,grecs*sockaddr*to*bytes,di*addr,['BLANK'; 'BLANK'; 'BLANK']
[±],hashent*free@direvent@direvent,hashent*free,syment*free,['BLANK'; 'BLANK'; 'BLANK']
[+],begin*var*p@direvent@direvent,begin*var*p,begin*var*p,['BLANK'; 'BLANK']
[-],grecs*include*path*count@direvent@direvent,grecs*include*path*count,,['UNK'; 'BLANK'; 'binary'; 'BLANK'; 'BLANK']
[±],sort*opthelp@direvent@direvent,sort*opthelp,sort,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],grecs*sockaddr*to*cidr@direvent@direvent,grecs*sockaddr*to*cidr,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],wordsplit*strerror@direvent@direvent,wordsplit*strerror,wordsplit*strerror,['BLANK'; 'BLANK'; 'BLANK']
[+],grecs*inaddr*to*bytes@direvent@direvent,grecs*inaddr*to*bytes,grecs*inaddr*to*bytes,['BLANK']
[-],source*lookup@direvent@direvent,source*lookup,cb*tls,['BLANK'; 'BLANK'; 'BLANK']
[-],grecs*match*next@direvent@direvent,grecs*match*next,,['UNK'; 'UNK'; 'BLANK'; 'BLANK'; 'key']
[+],pp*line*stmt@direvent@direvent,pp*line*stmt,pp*line*stmt,['BLANK'; 'BLANK']
[-],event*mask*init@direvent@direvent,event*mask*init,mpz*parse*value,['BLANK'; 'BLANK']
[+],wsplt*unquote*char@direvent@direvent,wsplt*unquote*char,wsplt*unquote*char,['BLANK'; 'BLANK']
[-],dirwatcher*unref@direvent@direvent,dirwatcher*unref,hol*help,['BLANK'; 'BLANK'; 'BLANK']
[+],cidr*cmp@direvent@direvent,cidr*cmp,cidr*cmp,['BLANK'; 'BLANK'; 'BLANK']
[+],putback@direvent@direvent,putback,putback,['BLANK'; 'extract'; 'BLANK'; 'BLANK']
[-],hashtab*get*index@direvent@direvent,hashtab*get*index,ipmi*config*section*commit,['BLANK']
[+],value*to*array@direvent@direvent,value*to*array,value*to*array,['BLANK'; 'BLANK']
[±],sort*group@direvent@direvent,sort*group,sort,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],grecs*find*node@direvent@direvent,grecs*find*node,builtin*path,['BLANK'; 'BLANK'; 'BLANK']
[±],grecs*match*buf*free*contents@direvent@direvent,grecs*match*buf*free*contents,grecs*match*buf*free,['BLANK']
[-],grecs*grecs*parser@direvent@direvent,grecs*grecs*parser,builtin*decode,['BLANK'; 'BLANK'; 'BLANK']
[-],grecs*install*text@direvent@direvent,grecs*install*text,close*stdout,['BLANK'; 'BLANK'; 'BLANK']
[-],string*to*host@direvent@direvent,string*to*host,split*bool,['BLANK'; 'BLANK'; 'BLANK']
[+],syment*free@direvent@direvent,syment*free,syment*free,['BLANK'; 'BLANK'; 'BLANK']
[-],grecs*symtab*count*entries@direvent@direvent,grecs*symtab*count*entries,mpz*lcm,['BLANK'; 'BLANK'; 'BLANK']
[-],vdiag@direvent@direvent,vdiag,is*non*files,['BLANK'; 'BLANK']
[-],accept*domain@wget@wget,accept*domain,print*owner*ttl,['BLANK'; 'BLANK']
[-],create*authorization*line@wget@wget,create*authorization*line,ali*member,['BLANK'; 'BLANK'; 'BLANK']
[-],MakeStringBuffer@mod@mcsim,MakeStringBuffer,match*init,['BLANK'; 'space'; 'BLANK']
[-],SetVarType@mod@mcsim,SetVarType,tunnel*opt,['BLANK'; 'BLANK'; 'BLANK']
[-],ReadRules@mod@mcsim,ReadRules,read,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],WriteOneOutputName@mod@mcsim,WriteOneOutputName,tzfree,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],GetInputArgs@mod@mcsim,GetInputArgs,check*file,['BLANK'; 'init'; 'BLANK']
[-],GetNNumbers@mod@mcsim,GetNNumbers,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],EGetPunct@mod@mcsim,EGetPunct,get*symbol,['UNK'; 'BLANK'; 'BLANK']
[+],c*ispunct@bigram@findutils,c*ispunct,c*ispunct,['BLANK'; 'BLANK'; 'BLANK']
[+],c*isalnum@bigram@findutils,c*isalnum,c*isalnum,['BLANK'; 'BLANK'; 'BLANK']
[+],c*strcasecmp@bigram@findutils,c*strcasecmp,c*strcasecmp,['BLANK'; 'BLANK'; 'BLANK']
[+],skip*past*newline*1@chew@gdb,skip*past*newline*1,skip*past*newline*1,['BLANK']
[-],find@chew@gdb,find,vbitset*or*and,['BLANK'; 'BLANK']
[-],strip*trailing*newlines@chew@gdb,strip*trailing*newlines,do*length,['BLANK'; 'BLANK'; 'BLANK']
[-],exec@chew@gdb,exec,list*is*all,['BLANK'; 'BLANK']
[-],catchar@chew@gdb,catchar,fsserial,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],write*buffer@chew@gdb,write*buffer,parser*parse*opt,['BLANK'; 'BLANK']
[-],add*to*definition@chew@gdb,add*to*definition,line*copy,['BLANK'; 'space'; 'BLANK']
[-],at@chew@gdb,at,hostrange*cmp,['BLANK'; 'BLANK'; 'BLANK']
[+],close*stdout@find@findutils,close*stdout,close*stdout,['BLANK'; 'BLANK'; 'BLANK']
[-],estimate*fstype*success*rate@find@findutils,estimate*fstype*success*rate,builtin*decode,['BLANK'; 'BLANK'; 'BLANK']
[-],collect*arg*nonconst@find@findutils,collect*arg*nonconst,inter*immed,['BLANK'; 'BLANK'; 'BLANK']
[+],mktime*ok@find@findutils,mktime*ok,mktime*ok,['BLANK'; 'BLANK'; 'BLANK']
[+],hash*do*for*each@find@findutils,hash*do*for*each,hash*do*for*each,['BLANK']
[-],lsetfileconat@find@findutils,lsetfileconat,,['UNK'; 'BLANK']
[-],ftp*retrieve*dirs@wget@wget,ftp*retrieve*dirs,emit*number,['BLANK'; 'BLANK']
[-],lookup*host@wget@wget,lookup*host,make*id,['BLANK'; 'BLANK']
[-],retrieve*tree@wget@wget,retrieve*tree,sensor*type,['BLANK'; 'BLANK']
[-],get*contents@wget@wget,get*contents,recode*char,['BLANK'; 'BLANK']
[±],read*file@wget@wget,read*file,edit*file,['BLANK'; 'p']
[-],download*child*p@wget@wget,download*child*p,mail*file,['BLANK'; 'BLANK']
[-],open*redirector@direvent@direvent,open*redirector,parse*seq,['BLANK'; 'BLANK']
[-],redir*exit@direvent@direvent,redir*exit,imap4d,['UNK'; 'BLANK'; 'BLANK']
[-],WriteOne*R*PSDecl@mod@mcsim,WriteOne*R*PSDecl,prt*opt*arg,['BLANK']
[+],grecs*print*version@direvent@direvent,grecs*print*version,grecs*print*version,['BLANK']
[+],grecs*symtab*create@direvent@direvent,grecs*symtab*create,grecs*symtab*create,['BLANK']
[+],wordsplit*find*env@direvent@direvent,wordsplit*find*env,wordsplit*find*env,['BLANK']
[-],cb*environ@direvent@direvent,cb*environ,adns*qdpl*normal,['BLANK']
[-],grecs*match@direvent@direvent,grecs*match,flocal*rec*var,['BLANK']
[-],update*limit@xargs@findutils,update*limit,free*entries,['UNK'; 'BLANK']
[-],parse*size@find@findutils,parse*size,guess,['UNK'; 'BLANK'; 'BLANK']
[-],get*best*speed@gtypist@gtypist,get*best*speed,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],do*query*repeat@gtypist@gtypist,do*query*repeat,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],ReadFileNames@mod@mcsim,ReadFileNames,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],FindEnd@mod@mcsim,FindEnd,out*normalize*diff,['BLANK']
[-],InitBuffer@mod@mcsim,InitBuffer,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],GetArrayBounds@mod@mcsim,GetArrayBounds,print*watch,['BLANK'; 'BLANK']
[-],VerifyOutputEqns@mod@mcsim,VerifyOutputEqns,prt*opt*line,['BLANK']
[-],ProcessInlineStatement@mod@mcsim,ProcessInlineStatement,pop3d*dc*set,['BLANK']
[-],find@find@findutils,find,get*int,['BLANK'; 'BLANK']
[-],print*quoted@locate@findutils,print*quoted,,['UNK'; 'BLANK'; 'file'; 'BLANK'; 'BLANK']
[-],get*regex*type*flags@locate@findutils,get*regex*type*flags,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*program*name@locate@findutils,set*program*name,set*program*name,['BLANK'; 'BLANK']
[+],xstrtol*fatal@locate@findutils,xstrtol*fatal,xstrtol*fatal,['BLANK'; 'BLANK'; 'BLANK']
[+],xstrtol*error@locate@findutils,xstrtol*error,xstrtol*error,['BLANK'; 'BLANK'; 'BLANK']
[-],get*regex*type*name@locate@findutils,get*regex*type*name,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],get*regex*type*context@locate@findutils,get*regex*type*context,string*control,['BLANK'; 'BLANK'; 'BLANK']
[-],locate*read*str@locate@findutils,locate*read*str,walk*sub,['BLANK'; 'BLANK'; 'BLANK']
[-],get*widech@gtypist@gtypist,get*widech,pcond*conv*all,['BLANK'; 'BLANK']
[-],line*is*empty@gtypist@gtypist,line*is*empty,skipws,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],do*instruction@gtypist@gtypist,do*instruction,save,['UNK'; 'entry'; 'UNK'; 'BLANK']
[±],append*menu*history@gtypist@gtypist,append*menu*history,append*strings*to*vector,['BLANK']
[-],convertUTF8ToCurrentEncoding@gtypist@gtypist,convertUTF8ToCurrentEncoding,read*report*file,['BLANK'; 'BLANK']
[+],opendir*safer@gzip@gzip,opendir*safer,opendir*safer,['BLANK'; 'BLANK'; 'BLANK']
[-],strlwr@gzip@gzip,strlwr,lower,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],discard*input*bytes@gzip@gzip,discard*input*bytes,print*nul,['BLANK'; 'BLANK'; 'BLANK']
[-],grecs*txtacc*cur*entry@direvent@direvent,grecs*txtacc*cur*entry,hostlist*delete*host,['BLANK'; 'BLANK']
[-],deliver*ev*create@direvent@direvent,deliver*ev*create,convert*put,['BLANK'; 'BLANK'; 'BLANK']
[+],wsnode*ptr@direvent@direvent,wsnode*ptr,wsnode*ptr,['BLANK'; 'BLANK'; 'BLANK']
[±],grecs*grecs*create*buffer@direvent@direvent,grecs*grecs*create*buffer,ali*yy*create*buffer,['BLANK']
[+],array*add@direvent@direvent,array*add,array*add,['BLANK'; 'BLANK'; 'BLANK']
[+],cmpidx*long@direvent@direvent,cmpidx*long,cmpidx*long,['BLANK'; 'BLANK'; 'BLANK']
[-],syment*alloc@direvent@direvent,syment*alloc,gl,['UNK'; 'handler'; 'BLANK'; 'BLANK']
[-],grecs*match*buf*first@direvent@direvent,grecs*match*buf*first,,['UNK'; 'UNK'; 'BLANK'; 'init'; 'BLANK']
[-],grecs*next*node@direvent@direvent,grecs*next*node,fts*lfree,['BLANK'; 'BLANK'; 'BLANK']
[±],grecs*value*free*content@direvent@direvent,grecs*value*free*content,grecs*grecs*free*count,['BLANK']
[-],grecs*symtab*clear@direvent@direvent,grecs*symtab*clear,hashtab*next,['BLANK'; 'BLANK'; 'BLANK']
[-],grecs*str*is*num@direvent@direvent,grecs*str*is*num,,['UNK'; 'p'; 'BLANK'; 'BLANK'; 'BLANK']
[-],trans*toknext@direvent@direvent,trans*toknext,hash,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],sigv*set*all@direvent@direvent,sigv*set*all,fsysdep*mail,['BLANK'; 'BLANK'; 'BLANK']
[-],assert*grecs*value*type@direvent@direvent,assert*grecs*value*type,bitset*stats,['UNK'; 'BLANK'; 'BLANK']
[-],dirwatcher*init@direvent@direvent,dirwatcher*init,print*do*file,['BLANK'; 'BLANK']
[±],hashtab*create@direvent@direvent,hashtab*create,hostlist*iterator*create,['BLANK'; 'BLANK']
[-],stmt*begin@direvent@direvent,stmt*begin,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],grecs*include*path*setup*v@direvent@direvent,grecs*include*path*setup*v,bc,['UNK'; 'BLANK'; 'file'; 'BLANK']
[-],grecs*format*node*path@direvent@direvent,grecs*format*node*path,lbitset*list,['BLANK'; 'BLANK'; 'BLANK']
[-],find*chains*of*host@wget@wget,find*chains*of*host,str*to*file,['BLANK'; 'BLANK']
[-],initialize@wget@wget,initialize,builtin*printhdr,['BLANK'; 'BLANK'; 'BLANK']
[-],iwrite@wget@wget,iwrite,file*read,['BLANK'; 'BLANK'; 'access']
[-],ReadFunction@mod@mcsim,ReadFunction,copy,['BLANK'; 'line'; 'BLANK'; 'BLANK']
[-],FillBuffer@mod@mcsim,FillBuffer,process*history,['BLANK'; 'BLANK'; 'BLANK']
[-],ReversePointers@mod@mcsim,ReversePointers,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK']
[-],AssertExistsEqn@mod@mcsim,AssertExistsEqn,print*var,['BLANK'; 'BLANK'; 'BLANK']
[-],WriteOne*R*SODefine@mod@mcsim,WriteOne*R*SODefine,check,['UNK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],WriteOneName@mod@mcsim,WriteOneName,prt*usage,['BLANK'; 'BLANK'; 'BLANK']
[-],ReadReaction*L1@mod@mcsim,ReadReaction*L1,mark*array,['BLANK'; 'BLANK'; 'BLANK']
[-],FlushBuffer@mod@mcsim,FlushBuffer,smtp*reply*hash*cmp,['BLANK']
[-],SetEquation@mod@mcsim,SetEquation,list*locate*number,['BLANK'; 'BLANK']
[-],FillBuffer.constprop.10@mod@mcsim,FillBuffer.constprop.10,process*history,['BLANK'; 'BLANK'; 'BLANK']
[-],ReadRule@mod@mcsim,ReadRule,mark*a*char,['BLANK'; 'BLANK']
[-],ReadReaction*L2@mod@mcsim,ReadReaction*L2,copy,['BLANK'; 'str'; 'BLANK'; 'BLANK']
[+],xalloc*die@bigram@findutils,xalloc*die,xalloc*die,['BLANK'; 'update'; 'BLANK']
[+],set*program*name@bigram@findutils,set*program*name,set*program*name,['BLANK'; 'BLANK']
[+],perform@chew@gdb,perform,perform,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],catbuf@chew@gdb,catbuf,print,['UNK'; 'char'; 'BLANK'; 'BLANK']
[±],copy*past*newline@chew@gdb,copy*past*newline,read*past*newline*1,['BLANK']
[±],skip*white*and*stars@chew@gdb,skip*white*and*stars,skip*edit*for*move,['BLANK']
[-],print*parenthesised@find@findutils,print*parenthesised,arm,['UNK'; 'free'; 'BLANK'; 'BLANK']
[+],mbslen@find@findutils,mbslen,mbslen,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],base*name@find@findutils,base*name,base*name,['BLANK'; 'BLANK'; 'BLANK']
[-],get*mounted*filesystems@find@findutils,get*mounted*filesystems,display*debug*message,['BLANK'; 'BLANK']
